MtrunA17r5.0-ANR gene ID	Noble reannotated genome transcript ID
MtrunA17_Chr8g0339791	Medtr8g012930.1
MtrunA17_Chr7g0268961	MT35v5_Medtr7g108430.1
MtrunA17_Chr4g0023711	Medtr2g041340.1
MtrunA17_Chr4g0075021	Medtr4g132270.1
MtrunA17_Chr5g0422281	Medtr0017s0200.1
MtrunA17_Chr2g0315311	Medtr2g075570.1
MtrunA17_Chr2g0329251	Medtr2g098630.1
MtrunA17_Chr2g0326841	Medtr2g094790.1
MtrunA17_Chr5g0435291	Medtr5g079920.1
MtrunA17_Chr8g0379011	Medtr8g086270.1
MtrunA17_Chr4g0009221	Medtr4g021020.1
MtrunA17_Chr2g0283001	Medtr2g014860.1
MtrunA17_Chr7g0268391	Medtr7g107310.1
MtrunA17_Chr1g0197791	Medtr1g090957.1
MtrunA17_Chr3g0098011	Medtr3g049755.1
MtrunA17_Chr5g0441781	Medtr5g089440.1
MtrunA17_Chr5g0442501	Medtr5g090600.1
MtrunA17_Chr1g0166781	Medtr1g041895.1
MtrunA17_Chr7g0265221	Medtr7g102820.1
MtrunA17_Chr8g0352961	Medtr8g038765.1
MtrunA17_Chr3g0121301	Medtr3g083620.1
MtrunA17_Chr2g0276851	Medtr2g005330.1
MtrunA17_Chr4g0006781	Medtr4g016660.1
MtrunA17_Chr2g0283661	Medtr2g015840.1
MtrunA17_Chr4g0038151	Medtr4g074980.1
MtrunA17_Chr1g0153321	Medtr1g019340.1
MtrunA17_Chr4g0073271	Medtr4g129710.1
MtrunA17_Chr6g0453581	Medtr6g012810.1
MtrunA17_Chr3g0137421	Medtr3g106585.1
MtrunA17_Chr2g0322661	Medtr2g088390.1
MtrunA17_Chr5g0444661	Medtr5g093530.1
MtrunA17_Chr8g0380621	Medtr8g088670.1
MtrunA17_Chr2g0279141	Medtr2g008840.1
MtrunA17_Chr8g0348231	Medtr8g028520.1
MtrunA17_Chr8g0366951	Medtr8g067635.1
MtrunA17_Chr5g0431141	Medtr5g072457.1
MtrunA17_Chr4g0065711	Medtr4g117300.1
MtrunA17_Chr8g0385461	Medtr8g095600.2
MtrunA17_Chr1g0206721	Medtr1g105920.1
MtrunA17_Chr8g0391001	Medtr8g104200.1
MtrunA17_Chr8g0345251	Medtr8g023240.1
MtrunA17_Chr5g0430821	Medtr5g071970.1
MtrunA17_Chr6g0481081	Medtr6g477880.1
MtrunA17_Chr7g0222441	Medtr7g022440.1
MtrunA17_Chr3g0128781	Medtr3g094020.1
MtrunA17_Chr7g0263231	Medtr4g115290.1
MtrunA17_Chr4g0058461	Medtr4g104880.1
MtrunA17_Chr5g0429691	Medtr5g070080.1
MtrunA17_Chr2g0284941	Medtr2g017915.1
MtrunA17_Chr4g0045711	Medtr4g087460.1
MtrunA17_Chr6g0476791	Medtr6g059810.1
MtrunA17_Chr3g0129611	Medtr3g095470.1
MtrunA17_Chr2g0290931	Medtr2g027700.1
MtrunA17_Chr8g0390081	Medtr8g102770.1
MtrunA17_Chr4g0065491	Medtr4g116980.1
MtrunA17_Chr7g0233591	Medtr7g451730.1
MtrunA17_Chr8g0336981	Medtr3g011250.1
MtrunA17_Chr5g0443721	Medtr5g092140.1
MtrunA17_Chr3g0132581	Medtr3g099757.1
MtrunA17_Chr7g0220341	Medtr7g017260.1
MtrunA17_Chr7g0242161	Medtr7g068110.1
MtrunA17_Chr4g0076011	Medtr4g133570.1
MtrunA17_Chr1g0199171	Medtr1g094155.1
MtrunA17_Chr5g0416141	Medtr5g038600.1
MtrunA17_Chr8g0336401	Medtr8g008500.1
MtrunA17_Chr2g0283691	Medtr2g015870.1
MtrunA17_Chr2g0299521	Medtr2g039700.1
MtrunA17_Chr2g0321181	Medtr2g086070.1
MtrunA17_Chr1g0210401	MT4Noble_041737.1
MtrunA17_Chr4g0029381	Medtr4g035750.1
MtrunA17_Chr1g0209571	Medtr1g110350.1
MtrunA17_Chr8g0370461	Medtr8g073560.1
MtrunA17_Chr2g0331671	Medtr2g101870.1
MtrunA17_Chr8g0387921	Medtr8g099300.1
MtrunA17_Chr5g0418681	Medtr5g043750.1
MtrunA17_Chr8g0382711	Medtr8g091410.1
MtrunA17_Chr2g0318091	MT4Noble_012312.1
MtrunA17_Chr4g0000241	Medtr4g005310.1
MtrunA17_Chr8g0339891	Medtr8g012995.1
MtrunA17_Chr7g0229661	Medtr4g051220.1
MtrunA17_Chr7g0240971	Medtr7g065970.1
MtrunA17_Chr8g0339231	Medtr8g012540.1
MtrunA17_Chr3g0124341	Medtr3g087640.1
MtrunA17_Chr2g0286561	Medtr2g020470.1
MtrunA17_Chr8g0358411	Medtr0590s0010.1
MtrunA17_Chr7g0238871	Medtr7g062070.1
MtrunA17_Chr3g0118371	Medtr3g078800.1
MtrunA17_Chr3g0121341	Medtr3g083680.1
MtrunA17_Chr4g0059821	Medtr4g107390.1
MtrunA17_Chr2g0314351	Medtr2g072880.1
MtrunA17_Chr8g0349361	Medtr8g031450.1
MtrunA17_Chr4g0026551	Medtr7g091630.1
MtrunA17_Chr7g0249101	Medtr7g079550.1
MtrunA17_Chr8g0385541	Medtr8g096030.1
MtrunA17_Chr3g0081101	Medtr3g011960.1
MtrunA17_Chr7g0269961	Medtr7g109520.1
MtrunA17_Chr4g0012751	Medtr4g028680.1
MtrunA17_Chr7g0231231	Medtr0118s0080.1
MtrunA17_Chr1g0192891	Medtr1g084170.1
MtrunA17_Chr4g0023971	Medtr4g045853.1
MtrunA17_Chr8g0354511	Medtr8g042000.1
MtrunA17_Chr4g0065031	Medtr4g116290.1
MtrunA17_Chr3g0083771	MT4Noble_033382.1
MtrunA17_Chr3g0124831	Medtr3g088160.1
MtrunA17_Chr4g0002791	Medtr5g074450.1
MtrunA17_Chr4g0046271	Medtr4g088110.1
MtrunA17_Chr4g0053071	Medtr4g094832.1
MtrunA17_Chr2g0291301	Medtr2g028300.1
MtrunA17_CPg0493021	Medtr3g062790.1
MtrunA17_Chr8g0342551	Medtr8g017570.1
MtrunA17_Chr1g0183661	Medtr1g069745.1
MtrunA17_Chr3g0121761	Medtr3g084210.1
MtrunA17_Chr3g0079751	Medtr3g009540.1
MtrunA17_Chr2g0306521	MT4Noble_056778.1
MtrunA17_Chr8g0344071	Medtr8g020790.1
MtrunA17_Chr3g0090331	Medtr3g034290.1
MtrunA17_Chr2g0281571	Medtr2g012800.1
MtrunA17_Chr5g0442221	Medtr5g090160.1
MtrunA17_Chr3g0105631	Medtr3g465010.1
MtrunA17_Chr8g0358441	Medtr0275s0020.1
MtrunA17_Chr8g0358501	Medtr5g097770.1
MtrunA17_Chr3g0111511	Medtr3g067725.1
MtrunA17_Chr3g0128461	Medtr3g093530.1
MtrunA17_Chr3g0099681	Medtr3g053390.1
MtrunA17_Chr4g0041061	Medtr4g079770.1
MtrunA17_Chr3g0082611	Medtr3g014750.3
MtrunA17_Chr5g0436791	Medtr5g082180.1
MtrunA17_Chr6g0456191	MT35v5_contig_19751_1.1
MtrunA17_Chr5g0400631	MT35v5_Medtr4g051990.1
MtrunA17_Chr1g0209211	Medtr1g109580.1
MtrunA17_Chr1g0167991	Medtr4g077100.1
MtrunA17_Chr7g0232401	Medtr0184s0030.1
MtrunA17_Chr8g0343781	Medtr8g020430.1
MtrunA17_Chr8g0357451	Medtr8g442800.1
MtrunA17_Chr2g0282711	Medtr2g014430.1
MtrunA17_Chr2g0300121	Medtr2g040780.1
MtrunA17_Chr4g0032561	Medtr4g065670.2
MtrunA17_Chr2g0307561	Medtr2g056070.1
MtrunA17_Chr4g0063371	Medtr4g113890.1
MtrunA17_Chr3g0101811	Medtr3g058400.1
MtrunA17_Chr1g0184611	Medtr1g070405.1
MtrunA17_Chr1g0161651	Medtr1g032950.1
MtrunA17_Chr6g0453681	Medtr6g012990.1
MtrunA17_Chr8g0364431	Medtr8g062980.1
MtrunA17_Chr8g0336831	Medtr8g009150.1
MtrunA17_Chr2g0280101	Medtr2g010370.1
MtrunA17_Chr5g0402441	Medtr5g017670.1
MtrunA17_Chr8g0341191	MT35v5_Medtr7g061320.1
MtrunA17_Chr2g0331801	Medtr2g102030.1
MtrunA17_Chr8g0392331	Medtr8g106220.2
MtrunA17_Chr6g0453271	Medtr6g012383.1
MtrunA17_Chr1g0171381	Medtr1g050535.2
MtrunA17_Chr1g0146931	Medtr1g007920.1
MtrunA17_Chr4g0041691	MT4Noble_015535.1
MtrunA17_Chr1g0198391	Medtr1g092750.1
MtrunA17_Chr2g0322521	Medtr2g088170.1
MtrunA17_Chr8g0388371	Medtr8g099605.1
MtrunA17_Chr5g0427591	Medtr5g066400.1
MtrunA17_Chr3g0131641	Medtr3g098620.1
MtrunA17_Chr4g0042481	Medtr4g082060.1
MtrunA17_Chr2g0301421	Medtr2g043710.1
MtrunA17_Chr4g0030591	Medtr4g062190.1
MtrunA17_Chr3g0082431	Medtr3g014550.1
MtrunA17_Chr1g0150461	Medtr1g014640.1
MtrunA17_Chr4g0003041	Medtr4g009880.1
MtrunA17_Chr4g0060971	Medtr4g108820.1
MtrunA17_Chr4g0065091	Medtr4g116360.1
MtrunA17_Chr8g0369991	Medtr8g072610.1
MtrunA17_Chr2g0278741	Medtr2g008230.1
MtrunA17_Chr7g0263431	Medtr7g100410.1
MtrunA17_Chr4g0018671	Medtr4g036540.1
MtrunA17_Chr8g0349151	Medtr8g031170.1
MtrunA17_Chr4g0032631	Medtr4g065370.1
MtrunA17_Chr5g0417301	Medtr5g040900.1
MtrunA17_Chr3g0090691	Medtr3g035500.1
MtrunA17_Chr6g0456281	Medtr6g016535.1
MtrunA17_Chr5g0427341	Medtr5g066060.1
MtrunA17_Chr8g0386411	Medtr8g096950.1
MtrunA17_Chr5g0443121	Medtr5g091380.1
MtrunA17_Chr2g0293451	Medtr2g031990.1
MtrunA17_Chr1g0206371	MT35v5_AC235009_55.1
MtrunA17_Chr6g0453151	Medtr6g011880.1
MtrunA17_Chr5g0409251	Medtr5g026780.1
MtrunA17_Chr4g0067361	Medtr4g119910.1
MtrunA17_Chr8g0342911	Medtr8g018480.1
MtrunA17_Chr1g0152021	Medtr1g017160.1
MtrunA17_Chr6g0457791	Medtr6g018800.1
MtrunA17_Chr7g0244501	Medtr7g072550.1
MtrunA17_Chr4g0047031	Medtr4g088605.1
MtrunA17_Chr5g0405841	Medtr5g022670.1
MtrunA17_Chr2g0288711	Medtr2g023820.1
MtrunA17_Chr4g0022951	Medtr0048s0220.1
MtrunA17_Chr3g0107601	MT35Noble_003338.1
MtrunA17_Chr6g0465301	Medtr6g034550.1
MtrunA17_Chr5g0402461	Medtr5g017700.1
MtrunA17_Chr6g0461461	Medtr6g029460.1
MtrunA17_Chr3g0109131	Medtr3g063320.1
MtrunA17_Chr5g0395951	Medtr5g008210.1
MtrunA17_Chr4g0040691	Medtr4g079250.1
MtrunA17_Chr7g0272781	Medtr7g113408.1
MtrunA17_Chr5g0444171	Medtr5g092810.1
MtrunA17_Chr4g0004131	Medtr4g011820.1
MtrunA17_Chr4g0003671	Medtr4g011120.1
MtrunA17_Chr5g0431841	Medtr5g073750.1
MtrunA17_Chr4g0076121	Medtr4g133720.1
MtrunA17_Chr7g0242371	Medtr7g068430.1
MtrunA17_Chr7g0272401	Medtr7g112920.1
MtrunA17_Chr3g0118601	Medtr3g079390.1
MtrunA17_Chr7g0248151	Medtr7g078210.1
MtrunA17_Chr1g0207831	Medtr1g107285.1
MtrunA17_Chr7g0268221	Medtr7g107170.1
MtrunA17_Chr7g0265491	Medtr7g103320.1
MtrunA17_Chr2g0277651	Medtr2g006870.1
MtrunA17_Chr2g0298371	Medtr2g037420.1
MtrunA17_Chr2g0304071	Medtr2g049740.1
MtrunA17_Chr5g0427451	Medtr5g066280.1
MtrunA17_Chr1g0188351	Medtr1g076910.1
MtrunA17_Chr7g0244961	Medtr7g073370.1
MtrunA17_Chr2g0317851	Medtr2g079590.1
MtrunA17_Chr8g0337811	Medtr8g010340.1
MtrunA17_Chr4g0046991	Medtr4g088555.1
MtrunA17_Chr2g0289201	Medtr2g024390.1
MtrunA17_Chr3g0135571	Medtr3g104210.1
MtrunA17_Chr1g0198471	Medtr1g092905.1
MtrunA17_Chr6g0462701	Medtr6g033850.1
MtrunA17_Chr3g0127931	Medtr3g092770.1
MtrunA17_Chr3g0096901	Medtr3g451890.1
MtrunA17_Chr6g0456331	MT4Noble_037628.1
MtrunA17_Chr6g0450081	Medtr6g005820.1
MtrunA17_Chr3g0109021	Medtr3g063170.1
MtrunA17_Chr2g0301481	Medtr2g043880.1
MtrunA17_Chr8g0363741	Medtr8g061940.1
MtrunA17_Chr1g0208831	Medtr1g108890.1
MtrunA17_Chr3g0080601	Medtr3g011270.1
MtrunA17_Chr3g0110941	Medtr3g065950.1
MtrunA17_Chr8g0375531	MT35v5_contig_54430_1.1
MtrunA17_Chr7g0217721	Medtr7g011130.1
MtrunA17_Chr2g0289241	Medtr2g024960.1
MtrunA17_Chr4g0036401	Medtr4g072460.1
MtrunA17_Chr6g0472681	Medtr0019s0310.1
MtrunA17_Chr2g0279421	Medtr2g009290.1
MtrunA17_Chr7g0252771	Medtr7g084940.1
MtrunA17_Chr4g0023051	Medtr0185s0010.1
MtrunA17_Chr4g0006801	Medtr4g016667.1
MtrunA17_Chr4g0045441	Medtr4g087110.1
MtrunA17_Chr5g0447431	Medtr5g097170.1
MtrunA17_Chr6g0454171	MT4Noble_037352.1
MtrunA17_Chr5g0395871	Medtr5g008070.1
MtrunA17_Chr6g0474171	Medtr6g466410.1
MtrunA17_Chr1g0199051	Medtr1g094045.1
MtrunA17_Chr8g0383771	Medtr8g092700.1
MtrunA17_Chr2g0329921	Medtr2g099610.1
MtrunA17_Chr1g0181551	Medtr1g066770.1
MtrunA17_Chr3g0130591	Medtr3g096710.1
MtrunA17_Chr4g0018531	Medtr4g036265.1
MtrunA17_Chr6g0466391	Medtr7g102805.1
MtrunA17_Chr3g0103321	Medtr3g461500.1
MtrunA17_Chr2g0280221	Medtr2g010490.1
MtrunA17_Chr5g0436851	Medtr5g082275.1
MtrunA17_Chr8g0355301	Medtr8g044290.1
MtrunA17_Chr1g0170971	Medtr3g005295.1
MtrunA17_Chr1g0197101	Medtr1g090620.1
MtrunA17_Chr4g0021041	Medtr0172s0020.1
MtrunA17_Chr8g0383731	Medtr8g092650.1
MtrunA17_Chr8g0350271	Medtr8g432470.1
MtrunA17_Chr1g0196701	Medtr1g090090.1
MtrunA17_Chr1g0151901	Medtr1g016970.1
MtrunA17_Chr7g0240371	Medtr7g065050.1
MtrunA17_Chr4g0028291	Medtr4g057605.1
MtrunA17_Chr3g0084281	Medtr8g054490.1
MtrunA17_Chr3g0114461	Medtr3g072210.1
MtrunA17_Chr8g0352411	Medtr8g037750.1
MtrunA17_Chr7g0276071	Medtr7g117980.1
MtrunA17_Chr4g0070421	Medtr4g125260.1
MtrunA17_Chr4g0065231	Medtr4g116540.1
MtrunA17_Chr8g0336591	Medtr8g008840.1
MtrunA17_Chr5g0413421	Medtr5g034100.1
MtrunA17_Chr1g0206991	Medtr1g106070.1
MtrunA17_Chr2g0305201	Medtr2g460880.1
MtrunA17_Chr2g0294871	Medtr2g034890.1
MtrunA17_Chr4g0022591	Medtr4g045997.1
MtrunA17_Chr2g0300911	Medtr2g042480.1
MtrunA17_Chr1g0194951	Medtr1g087540.1
MtrunA17_Chr5g0440221	Medtr5g087360.2
MtrunA17_Chr2g0325261	Medtr2g091090.1
MtrunA17_Chr5g0432651	Medtr5g075370.1
MtrunA17_Chr3g0120481	Medtr3g082160.1
MtrunA17_Chr2g0281301	Medtr2g012420.1
MtrunA17_Chr3g0128551	Medtr3g093710.1
MtrunA17_Chr3g0089941	Medtr3g033130.1
MtrunA17_Chr2g0333521	Medtr4g017520.1
MtrunA17_Chr2g0283811	Medtr2g016030.1
MtrunA17_Chr3g0088021	Medtr3g028480.1
MtrunA17_Chr3g0133001	Medtr3g100400.1
MtrunA17_Chr2g0311411	Medtr2g064495.1
MtrunA17_Chr6g0468651	Medtr6g048000.1
MtrunA17_Chr1g0189881	Medtr1g079525.1
MtrunA17_Chr1g0189891	Medtr1g079530.1
MtrunA17_Chr4g0024461	Medtr4g047920.1
MtrunA17_Chr6g0451591	Medtr6g008210.1
MtrunA17_Chr3g0143841	Medtr3g115250.1
MtrunA17_Chr1g0172381	Medtr1g051385.1
MtrunA17_Chr3g0123721	Medtr3g086830.1
MtrunA17_Chr7g0249461	Medtr7g080250.1
MtrunA17_Chr6g0449061	Medtr6g004220.2
MtrunA17_Chr8g0376331	Medtr2g023320.1
MtrunA17_Chr1g0146591	Medtr0312s0020.1
MtrunA17_Chr2g0312421	Medtr2g064810.1
MtrunA17_Chr6g0462901	MT4Noble_057035.1
MtrunA17_Chr8g0377461	MT35v5_contig_241068_81.1
MtrunA17_Chr7g0218421	Medtr7g012820.1
MtrunA17_Chr1g0193761	Medtr1g085620.1
MtrunA17_Chr3g0126151	Medtr3g090510.1
MtrunA17_Chr1g0186611	Medtr1g074120.1
MtrunA17_Chr3g0114191	Medtr3g071880.1
MtrunA17_Chr2g0318371	Medtr2g080290.1
MtrunA17_Chr1g0191421	Medtr1g082360.1
MtrunA17_Chr1g0198951	Medtr1g093985.1
MtrunA17_Chr7g0228541	Medtr7g037280.1
MtrunA17_Chr4g0024181	Medtr4g046737.1
MtrunA17_Chr8g0386431	Medtr8g096970.1
MtrunA17_Chr1g0210161	Medtr1g111330.1
MtrunA17_Chr5g0415641	Medtr5g037710.1
MtrunA17_Chr7g0237351	Medtr7g058830.1
MtrunA17_Chr4g0037861	Medtr4g074440.1
MtrunA17_Chr3g0086341	Medtr3g023780.1
MtrunA17_Chr4g0002301	Medtr4g008140.1
MtrunA17_Chr8g0336291	Medtr0199s0020.1
MtrunA17_Chr7g0231471	Medtr7g039110.1
MtrunA17_Chr3g0106581	Medtr3g465800.1
MtrunA17_Chr3g0112971	Medtr3g069960.1
MtrunA17_Chr3g0124291	Medtr3g087530.1
MtrunA17_Chr8g0373961	Medtr8g078870.1
MtrunA17_Chr7g0241591	Medtr7g066780.1
MtrunA17_Chr3g0118431	Medtr3g079170.1
MtrunA17_Chr2g0296841	Medtr2g035600.1
MtrunA17_Chr4g0033401	Medtr4g067040.1
MtrunA17_Chr2g0322881	MT4Noble_038517.1
MtrunA17_Chr3g0134981	Medtr3g103300.1
MtrunA17_Chr7g0226651	Medtr7g032860.1
MtrunA17_Chr3g0083611	Medtr8g062630.1
MtrunA17_Chr3g0118551	Medtr3g079340.1
MtrunA17_Chr6g0457771	Medtr6g018780.1
MtrunA17_Chr5g0422371	Medtr5g053250.2
MtrunA17_Chr4g0033281	Medtr4g066380.1
MtrunA17_Chr5g0402391	Medtr5g017600.1
MtrunA17_Chr6g0451241	Medtr6g007753.1
MtrunA17_Chr4g0012621	Medtr4g027370.1
MtrunA17_Chr2g0308951	Medtr2g061760.1
MtrunA17_Chr7g0221831	Medtr4g006080.1
MtrunA17_Chr6g0466571	Medtr6g040070.1
MtrunA17_Chr5g0404561	Medtr5g020850.1
MtrunA17_Chr1g0164261	Medtr1g037500.1
MtrunA17_Chr4g0019691	Medtr4g040040.1
MtrunA17_Chr1g0164601	Medtr0137s0020.1
MtrunA17_Chr7g0254621	Medtr7g087500.1
MtrunA17_Chr3g0097721	Medtr3g048860.1
MtrunA17_Chr4g0028321	Medtr4g057645.1
MtrunA17_Chr5g0437321	Medtr5g082910.1
MtrunA17_Chr7g0245111	Medtr7g073640.1
MtrunA17_Chr8g0371541	Medtr8g075280.1
MtrunA17_Chr3g0090091	Medtr3g033690.1
MtrunA17_Chr4g0051201	Medtr4g094415.1
MtrunA17_Chr7g0242261	Medtr7g068290.1
MtrunA17_Chr4g0013411	MT35v5_contig_132508_1.1
MtrunA17_Chr2g0292731	Medtr2g030570.1
MtrunA17_Chr3g0113411	Medtr3g070470.1
MtrunA17_Chr2g0312091	Medtr2g069480.1
MtrunA17_Chr7g0260311	Medtr7g095640.1
MtrunA17_Chr8g0352821	Medtr8g038550.1
MtrunA17_Chr4g0011871	Medtr4g025970.1
MtrunA17_Chr7g0227041	Medtr7g033300.1
MtrunA17_Chr2g0304951	Medtr2g449830.1
MtrunA17_Chr6g0457261	Medtr0024s0220.1
MtrunA17_Chr7g0274711	Medtr7g116180.1
MtrunA17_Chr5g0410921	Medtr5g029750.1
MtrunA17_Chr5g0405911	Medtr5g022750.1
MtrunA17_Chr7g0269781	Medtr7g109250.1
MtrunA17_Chr8g0351081	Medtr8g033350.1
MtrunA17_Chr2g0297611	Medtr2g438580.1
MtrunA17_Chr4g0001781	Medtr8g075610.1
MtrunA17_Chr7g0257501	Medtr7g091500.1
MtrunA17_Chr8g0341561	Medtr8g015610.1
MtrunA17_Chr7g0242291	Medtr7g068320.1
MtrunA17_Chr3g0078631	Medtr3g007740.1
MtrunA17_Chr7g0231221	Medtr0118s0070.1
MtrunA17_Chr6g0451281	Medtr6g007767.1
MtrunA17_Chr5g0415981	Medtr5g038420.4
MtrunA17_Chr5g0417051	Medtr5g040440.1
MtrunA17_Chr8g0374661	Medtr8g079760.1
MtrunA17_Chr7g0275571	Medtr7g117280.1
MtrunA17_Chr7g0243571	Medtr7g070510.1
MtrunA17_Chr7g0214501	Medtr7g005970.1
MtrunA17_Chr5g0399191	Medtr5g012525.1
MtrunA17_Chr4g0016231	Medtr7g021700.1
MtrunA17_Chr4g0068771	Medtr4g122850.1
MtrunA17_Chr8g0352671	Medtr8g038280.1
MtrunA17_Chr3g0097571	Medtr3g452980.1
MtrunA17_Chr7g0219651	Medtr7g015320.1
MtrunA17_Chr5g0398801	Medtr5g011910.1
MtrunA17_Chr4g0036161	Medtr4g072190.1
MtrunA17_Chr5g0401841	Medtr5g016640.1
MtrunA17_Chr4g0039011	Medtr4g076490.1
MtrunA17_Chr5g0402271	Medtr5g017450.1
MtrunA17_Chr4g0037051	Medtr4g073330.1
MtrunA17_Chr5g0401801	Medtr5g016590.1
MtrunA17_Chr3g0107591	Medtr3g467270.1
MtrunA17_Chr6g0459851	MT4Noble_037997.1
MtrunA17_Chr1g0210971	Medtr1g112510.1
MtrunA17_Chr6g0462911	Medtr6g045270.1
MtrunA17_Chr2g0279781	Medtr2g009800.1
MtrunA17_Chr2g0286331	Medtr2g020040.1
MtrunA17_Chr4g0055101	Medtr4g098970.1
MtrunA17_Chr1g0164231	Medtr1g037460.1
MtrunA17_Chr6g0485061	Medtr6g086500.1
MtrunA17_Chr8g0382541	Medtr8g091250.1
MtrunA17_Chr8g0381061	Medtr8g089370.1
MtrunA17_Chr4g0000081	Medtr4g005130.1
MtrunA17_Chr2g0292351	MT4Noble_015351.1
MtrunA17_Chr1g0203571	Medtr1g100763.1
MtrunA17_Chr7g0252451	Medtr7g084490.1
MtrunA17_Chr1g0164941	Medtr1g038860.1
MtrunA17_Chr2g0291741	Medtr2g028950.1
MtrunA17_Chr3g0115571	Medtr3g074000.1
MtrunA17_Chr4g0056511	Medtr4g101650.1
MtrunA17_Chr2g0315941	Medtr2g076780.1
MtrunA17_Chr2g0333451	Medtr2g104400.1
MtrunA17_Chr8g0342391	Medtr8g017180.1
MtrunA17_Chr7g0262631	Medtr7g099410.1
MtrunA17_Chr8g0366521	Medtr8g066740.1
MtrunA17_Chr2g0317741	Medtr2g079430.1
MtrunA17_Chr5g0419771	Medtr5g045970.1
MtrunA17_Chr3g0138911	Medtr3g108780.1
MtrunA17_Chr7g0217011	Medtr7g009900.1
MtrunA17_Chr1g0194051	Medtr1g086170.1
MtrunA17_Chr7g0221051	Medtr7g018760.1
MtrunA17_Chr1g0192021	Medtr1g083130.1
MtrunA17_Chr1g0180201	Medtr1g062650.1
MtrunA17_Chr8g0337891	Medtr8g010440.1
MtrunA17_Chr7g0239941	Medtr7g063950.1
MtrunA17_Chr7g0225611	Medtr7g029365.1
MtrunA17_Chr2g0314161	Medtr2g072710.1
MtrunA17_Chr2g0289971	Medtr2g025960.1
MtrunA17_Chr4g0051171	Medtr4g094405.1
MtrunA17_Chr2g0291031	Medtr2g027870.1
MtrunA17_Chr8g0379691	Medtr8g087535.1
MtrunA17_Chr3g0117641	Medtr3g077890.1
MtrunA17_Chr3g0144781	Medtr3g116950.1
MtrunA17_Chr2g0309761	Medtr2g063837.1
MtrunA17_Chr7g0255671	Medtr7g088890.1
MtrunA17_Chr3g0104931	Medtr3g056640.1
MtrunA17_Chr7g0247831	Medtr7g077780.1
MtrunA17_Chr4g0004591	Medtr0147s0010.1
MtrunA17_Chr1g0177441	Medtr1g057220.1
MtrunA17_Chr6g0476131	MT4Noble_039486.1
MtrunA17_Chr7g0237041	Medtr5g062230.1
MtrunA17_Chr4g0062761	Medtr4g112015.1
MtrunA17_Chr4g0000671	Medtr4g006080.1
MtrunA17_Chr2g0295641	Medtr2g435950.1
MtrunA17_Chr8g0336141	Medtr4g070335.1
MtrunA17_Chr6g0463461	Medtr6g034870.1
MtrunA17_Chr8g0357831	Medtr8g051640.1
MtrunA17_Chr3g0124431	Medtr3g087800.1
MtrunA17_Chr7g0247111	Medtr7g076720.1
MtrunA17_Chr2g0306711	Medtr3g462350.1
MtrunA17_Chr3g0127901	Medtr3g092720.1
MtrunA17_Chr5g0402361	Medtr5g017550.1
MtrunA17_Chr2g0329081	Medtr2g098360.1
MtrunA17_Chr2g0306881	Medtr2g054750.1
MtrunA17_Chr3g0116401	Medtr3g075120.1
MtrunA17_Chr3g0129691	Medtr3g095570.1
MtrunA17_Chr2g0296121	Medtr2g437030.1
MtrunA17_Chr8g0383501	Medtr8g092700.1
MtrunA17_Chr6g0459371	Medtr6g023715.1
MtrunA17_Chr1g0172901	Medtr1g052210.1
MtrunA17_Chr4g0041761	Medtr4g080823.1
MtrunA17_Chr3g0097851	Medtr3g049150.1
MtrunA17_Chr6g0470321	Medtr6g053550.1
MtrunA17_Chr6g0461061	Medtr6g027840.1
MtrunA17_Chr2g0330051	Medtr2g099780.1
MtrunA17_Chr6g0463751	Medtr6g035065.1
MtrunA17_Chr6g0482641	Medtr6g079410.1
MtrunA17_Chr8g0339011	Medtr8g012180.1
MtrunA17_Chr5g0407941	Medtr5g025250.1
MtrunA17_Chr5g0420441	Medtr5g047930.1
MtrunA17_Chr7g0247171	Medtr7g076790.1
MtrunA17_Chr7g0267071	Medtr7g105730.1
MtrunA17_Chr4g0013961	Medtr4g031650.1
MtrunA17_Chr4g0005871	Medtr4g015030.1
MtrunA17_Chr6g0455161	Medtr6g015720.1
MtrunA17_Chr3g0124791	Medtr3g088120.1
MtrunA17_Chr8g0339431	Medtr8g012620.1
MtrunA17_Chr1g0152421	Medtr1g017940.1
MtrunA17_Chr8g0393131	Medtr8g107380.1
MtrunA17_Chr1g0171171	Medtr1g050448.1
MtrunA17_Chr4g0007061	Medtr4g017150.1
MtrunA17_Chr1g0181501	Medtr1g066680.1
MtrunA17_Chr2g0308521	Medtr2g060760.1
MtrunA17_Chr3g0084841	Medtr3g020640.1
MtrunA17_Chr8g0371681	Medtr8g075420.1
MtrunA17_Chr6g0473621	Medtr0086s0010.1
MtrunA17_Chr1g0165791	Medtr1g040360.1
MtrunA17_Chr5g0428121	Medtr5g067320.1
MtrunA17_Chr8g0344831	Medtr8g022470.1
MtrunA17_Chr3g0088191	Medtr6g044600.1
MtrunA17_Chr2g0286471	Medtr2g020360.1
MtrunA17_Chr1g0203551	Medtr1g100747.1
MtrunA17_Chr4g0058821	Medtr4g105470.1
MtrunA17_Chr6g0480481	Medtr6g074905.1
MtrunA17_Chr7g0221741	Medtr7g021630.2
MtrunA17_Chr4g0011201	Medtr0105s0170.1
MtrunA17_Chr1g0154971	Medtr1g022150.1
MtrunA17_Chr6g0462101	Medtr6g033365.1
MtrunA17_Chr2g0304461	MT35v5_AC225530_11.1
